,名称,大类,中类,小类,省,市,区,经度,纬度
1195,中国工商银行(南沙港前大道支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.60613,22.770799
1196,中国银行(广州南沙科技园区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.606771,22.770171
1197,广东华兴银行(广东自贸试验区南沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.606497,22.76917
1198,中国银行(广州龙穴岛支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.673103,22.642619
1199,中国农业银行(广州新垦支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.606878,22.645128
1200,中国建设银行(广东自贸试验区分行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.672839,22.64369
1201,广州银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.608544,22.643095
1202,广州农商银行(新垦分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.605915,22.64603
1203,广州银行农村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.608521,22.643132
1204,广州农村商业银行(新丰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.60597,22.646038
1205,广州农商银行(十四冲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.607028,22.644436
1206,中国银行ATM(广东自贸试验区南沙分行营业部),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.67329,22.64275
1207,广州农商银行ATM(新丰分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.606877,22.645104
1208,中国农业银行(从化良口支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.734818,23.718149
1209,广州从化柳银村镇银行(良口支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.730801,23.713647
1210,中国邮政储蓄银行(从化良口营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.73437,23.717359
1211,中国邮政储蓄银行ATM(从化良口营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.734507,23.717353
1212,广州农商银行(良口分社),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.734746,23.717981
1213,广州从化柳银村镇银行良口支行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.730833,23.71372
1214,广州农商银行(良新支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.733091,23.716921
1215,中国工商银行从化支行服务联系点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.733483,23.696653
1216,中国邮政储蓄银行(福和营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.63538,23.355206
1217,广州农商银行(福和支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.633894,23.359225
1218,中国农业银行金穗惠农通惠农金融服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.633006,23.360904
1219,中国农业银行(广州增城福和支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.632833,23.360219
1220,中国农业银行官塘村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.618482,23.370795
1221,广州农商银行(公平支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.652749,23.166821
1222,中国工商银行(沙埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.653755,23.167441
1223,中国银行(沙埔开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.65372,23.167068
1224,广州农商银行(沙埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.665032,23.163701
1225,中国工商银行(增城开发区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.629717,23.153543
1226,中国邮政储蓄银行(沙埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.658984,23.161889
1227,平安银行(广州新塘支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.620737,23.148903
1228,广州农商银行(白石支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.651816,23.153203
1229,中国农业银行(沙埔支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.658577,23.163068
1230,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.635403,23.149338
1231,上海浦东发展银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.658616,23.201329
1232,银行无抵押贷款,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.651026,23.153108
1233,上海浦东发展银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.605098,23.195676
1234,中国农业银行(永新支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.598991,23.137657
1235,中国农业银行(奥园康威支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.633898,23.15436
1236,广州农商银行广州市农村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.63552,23.138064
1237,广州农商银行ATM(沙宁路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.662702,23.17462
1238,广州农商银行(沙仙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.661103,23.158729
1239,广州农商银行(长风支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.62081,23.147487
1240,中国银行(广州增城中新支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.628139,23.280239
1241,中国农业银行(中新支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.629746,23.280061
1242,中国工商银行(中新支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.614195,23.285143
1243,中国邮政储蓄银行(中新镇营业厅),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.618692,23.286065
1244,广州农商银行(宁西支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.660024,23.217068
1245,广州农商银行(中福支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.622468,23.29137
1246,华夏银行(教育路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.615042,23.28617
1247,广州银行(新塘支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.623316,23.120738
1248,广发银行(新塘支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.613397,23.122224
1249,广州农商银行(灌村分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.712707,23.580947
1250,广州银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.687765,23.577392
1251,招商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.679298,23.635852
1252,浦发银行(中山大学南方学院网点),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.67916,23.635721
1253,农商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.74205,23.387569
1254,中国工商银行(朱村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.694266,23.272664
1255,中国邮政储蓄银行(朱村储蓄所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.699187,23.273071
1256,广州农村商业银行(朱村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.697384,23.273486
1257,中国银行(朱村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.679256,23.274833
1258,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.708664,23.213537
1259,上海浦东发展银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.699474,23.295198
1260,中国邮攻储蓄银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.717831,23.170221
1261,广州农商银行(上境分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.717934,23.169866
1262,广州农商银行(仙村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.719261,23.164733
1263,广州增城长江村镇银行(仙村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.71777,23.18035
1264,中国农业银行(增城仙村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.720797,23.16898
1265,广州农商银行(箕岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.718003,23.178933
1266,中国邮政储蓄银行ATM(仙村一路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.719516,23.163625
