,鲜一鲜农庄,餐饮服务,中餐厅,中餐厅.1,广东省,广州市,花都区,113.238339,23.412032
3183,二龙国记农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.745092,23.389755
3184,陶仙居酒楼,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.741431,23.387253
3185,二龙饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.742841,23.387965
3186,房记小吃店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.74275,23.387918
3187,强记农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.742073,23.386027
3188,光头强早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.743337,23.388087
3189,超记烧腊,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.743803,23.388604
3190,联成饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.742361,23.387682
3191,增城国纪餐厅(二龙国记农庄),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.744737,23.389689
3192,香村饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.743663,23.388248
3193,梁记早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.743811,23.388324
3194,广州市增城鸿运农庄饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.73336,23.374567
3195,美乐佳汉堡,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.680172,23.6303
3196,肥姨烧烤,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.71057,23.690578
3197,加多堡·炸鸡汉堡,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.684128,23.630278
3198,十三幺熟食牛杂,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.679565,23.627501
3199,猫爷炸鱼薯条,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.68173,23.617654
3200,东北饺子馆,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.681732,23.617655
3201,美味阁,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.680214,23.621565
3202,大城小厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.679985,23.618559
3203,一日三餐,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.680138,23.627832
3204,非常食客,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.68009,23.627316
3205,沙县小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.681729,23.617653
3206,广州市学味农家菜馆,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.713421,23.493785
3207,山泉水农场,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.692975,23.482625
3208,早餐快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.737682,23.487378
3209,广州市增城伟创大排档,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.718238,23.257059
3210,七味小厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718517,23.245748
3211,老牌迎宾鸡饭,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.715752,23.27401
3212,丽潮大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.710742,23.266443
3213,一品鲜潮味汤粉世家(朱村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.709014,23.266399
3214,群员鸡饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.712641,23.273255
3215,沙县小吃(广州增城区),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.708596,23.266041
3216,鑫望便民快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.708884,23.266114
3217,卫英亚菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.708906,23.266206
3218,泽潮美食大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.710711,23.266421
3219,九江双蒸,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.710768,23.26645
3220,思厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.71098,23.266482
3221,钟记大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.709287,23.266395
3222,钟记平价快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.70911,23.266397
3223,品裕酒家·丝苗米鸡饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701236,23.272871
3224,潮峰牛肉店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701336,23.273069
3225,农家原味汤粉王,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.706913,23.27314
3226,好味汁,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.72644,23.27712
3227,嫦威鸡饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.702524,23.273589
3228,特色农家鸡饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.727707,23.277111
3229,正宗鸡饭粤香酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.702473,23.272935
3230,老字号早餐,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.716259,23.274016
3231,八斗(米)饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.71327,23.273928
3232,宗味湘菜(朱村旗舰店),餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,增城区,113.702836,23.273331
3233,德城1号店,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.701676,23.273813
3234,金源茶餐厅,餐饮服务,外国餐厅,西餐厅(综合风味),广东省,广州市,增城区,113.701254,23.273636
3235,天香聚,餐饮服务,中餐厅,火锅店,广东省,广州市,增城区,113.701916,23.275053
3236,之味螺蛳粉,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.712524,23.273919
3237,东北人饺子馆(松田分店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.73183,23.275846
3238,香宾酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701893,23.272904
3239,武林厨神·粤式茶点(朱村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.703215,23.272948
3240,岭南茗点(朱村第十分店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701391,23.274204
3241,好来记(广州应用科技学院店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.731363,23.275562
3242,朱村烧鹅濑,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701601,23.274658
3243,锦流烧鸡场,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.691974,23.267603
3244,朱恩餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701405,23.275125
3245,七彩澳游世界袋鼠厨房,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.69943,23.325631
3246,花海餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.726042,23.349875
3247,辉哥农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.69536,23.316797
3248,富鸽农庄(朱村店),餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.715175,23.301815
3249,沙车农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.7366,23.352453
3250,龙佑餐饮,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.740559,23.352371
3251,威记瓦缸烧鸡,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.698753,23.296746
3252,聚福客家农庄饭店,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.739859,23.368678
3253,爱上奶茶小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.741512,23.350839
3254,东江农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.711839,23.302911
3255,渔昌鱼粥黄村乌石美,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.706631,23.372608
3256,司农之家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.71127,23.295396
3257,回味鸡快餐店(朱村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.702828,23.273014
3258,正宗隆江猪脚饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.694349,23.273557
3259,宝慧东北菜馆,餐饮服务,中餐厅,东北菜,广东省,广州市,增城区,113.701242,23.274441
3260,朱嘉美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701413,23.275097
3261,叁合发正宗潮汕牛肉火锅,餐饮服务,中餐厅,火锅店,广东省,广州市,增城区,113.679811,23.277783
3262,丫布良仔烧鸡店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.681968,23.272721
3263,八方酒家(恒大路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.70199,23.272129
3264,幸福手工水饺店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.69653,23.27566
3265,醉喵小鲜肉,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.725882,23.27723
3266,兰州拉面,餐饮服务,中餐厅,清真菜馆,广东省,广州市,增城区,113.700992,23.272873
3267,黄塘建华烧鸡,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.689623,23.265552
3268,湘诚·靓味,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.702408,23.274306
3269,景悦大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701392,23.27416
3270,黄焖鸡·酸菜鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.731831,23.276708
3271,天厨膳食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.721684,23.277189
3272,168兄弟大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.731919,23.27616
3273,吉顺金牌烧鹅饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.699436,23.273681
3274,老赖石磨肠粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701666,23.274085
3275,川湘会,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,增城区,113.701257,23.27298
3276,鸽中之王,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.701676,23.274751
3277,柒玖嗦粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.70164,23.274472
3278,德明农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.684979,23.2739
3279,大饱口福(朱村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.686407,23.274532
3280,鼎盛烧鹅(仙村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.716444,23.172566
3281,新兴海鲜酒家,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,增城区,113.72008,23.170147
3282,美雅早茶煲仔饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.716828,23.172286
3283,好景鱼旦粉店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719422,23.169757
3284,城哥仔增城肠粉皇(仙村分店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.720653,23.168978
3285,广式笼仔蒸饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.716824,23.17225
3286,悦来悦,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.717357,23.174915
3287,水师傅,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.717064,23.171008
3288,麦克顿汉堡茶饮(仙村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.718384,23.168392
3289,超美味肠粉店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.71895,23.16959
3290,岭南茗点(仙村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.717737,23.180665
3291,美和早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719886,23.169724
3292,潮汕牛肉店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.721156,23.169526
3293,一品蚝(运河东路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.71851,23.169798
3294,文聪小食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718348,23.167578
3295,叹叹记早餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.718768,23.169613
3296,诚心港式烧味,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719359,23.169757
3297,晚饭宵夜,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718569,23.169796
3298,柳州螺蛳粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718193,23.169043
3299,蛇姨美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718864,23.166125
3300,原味蒸饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.718345,23.168529
3301,荔富餐厅,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.718921,23.166565
3302,烧鹅濑(仙村一路),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719108,23.165949
3303,英记茶餐厅,餐饮服务,快餐厅,茶餐厅,广东省,广州市,增城区,113.719267,23.165413
3304,沙沙,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.720075,23.169727
3305,街口友(仙村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719139,23.165203
3306,文楚美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718203,23.169678
3307,增城区鹏城潮汕牛肉火锅店,餐饮服务,中餐厅,火锅店,广东省,广州市,增城区,113.720847,23.169526
3308,鱼约居酒屋,餐饮服务,外国餐厅,日本料理,广东省,广州市,增城区,113.719135,23.163305
3309,华莱士(增城仙村店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.71849,23.167386
3310,特色烧腊,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719912,23.168671
3311,陆湖早餐快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.717281,23.183346
3312,稻轩靓点(增城店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.721917,23.164926
3313,南苑农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.712761,23.163575
3314,顺源餐厅,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.723486,23.16442
3315,绿之港,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719674,23.168152
3316,鼎福楼,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.722608,23.16488
3317,蓝苑农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.712763,23.163554
3318,美心快餐,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719171,23.165763
3319,客林美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.70828,23.184127
3320,聚香烧味,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.719083,23.166048
3321,兵记早餐快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.717999,23.178981
3322,绿叶茶餐厅,餐饮服务,快餐厅,茶餐厅,广东省,广州市,增城区,113.719534,23.165053
3323,康怡茶餐厅,餐饮服务,快餐厅,茶餐厅,广东省,广州市,增城区,113.718897,23.166011
3324,二和美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719265,23.16782
3325,彤彤螺蛳粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.71841,23.168371
3326,新抱园农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.702286,23.167394
3327,彤苑餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.720192,23.165387
3328,品哥土鸡档,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.720129,23.168526
3329,汕头银胜食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.718878,23.166055
3330,芬仔大排档,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,增城区,113.704574,23.168068
3331,过桥米线,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719228,23.16603
3332,隆江猪脚饭原味汤粉王,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.713456,23.166778
3333,伙记麻辣烫,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.719381,23.165465
3334,肯迪乐,餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.718868,23.165338
3335,增城品味煲仔饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.716698,23.185783
3336,沙头美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.705684,23.168097
3337,兴华驴庄,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,增城区,113.702869,23.181563
3338,约友烧烤吧(仙村店),餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.704484,23.168086
3339,荔苑酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.716038,23.186825
3340,粤品甘香鸡,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.720212,23.167175
3341,花菇麻辣烫(策日分店),餐饮服务,快餐厅,快餐厅,广东省,广州市,增城区,113.719124,23.163182
